Timestamp,Group Name (use DNA if none),What main industry have you worked in?,How many years professional experience do you have?,How many years programming experience do you have?,What key experiences do you have?,Data management,Statistics,Visualisation,Machine Learning & Data Mining,Software Engineering,Communication,How would you define Data Analytics in one sentence?,What key skills do you want to develop?,What kind of role would you like to go into?,What industry would you like to go into?
8/6/2018 12:27:00,3406,Information Technology,0,2,Programming,5,5,5,5,5,5,Find key information easy and quick.,"Relational databases, NoSQL, Information Retrieval, Statistical Analysis, Visualisation, Machine learning, Data mining, Natural Language Processing, Option 9, Programming, Customer Relationship Management, Management, Requirements gathering, Ethics, Software engineering, Product-driven thinking","Data Engineer, Data Scientist, Data Architect, Product Management, Software Engineer",Information Technology
8/6/2018 12:41:53,DNA,Information Technology,0,4,"Relational databases, Information Retrieval, Statistical Analysis, Machine learning, Programming",5,5,5,5,4,5,Getting useful information out of large amount of data,"Visualisation, Data mining, Management, Requirements gathering, Ethics, Software engineering, Product-driven thinking","Data Scientist, (Applied) Statistician, Software Engineer, Research",Information Technology
8/6/2018 12:48:38,yue wang,Information Technology,0,1,,4,4,3,4,3,3,Find the hiden princeple in the statstics.,"Statistical Analysis, Programming",Research,Information Technology
8/6/2018 13:09:30,Supreme,Information Technology,1,3,"Relational databases, Information Retrieval, Machine learning, Data mining, Programming, Ethics, Software Engineering",4,3,4,5,2,4,give client a better strategy based on current data,"Statistical Analysis, Data mining","Data Scientist, Software Engineer",Information Technology
8/6/2018 13:48:51,DNA,Information Technology,0,3,"Relational databases, NoSQL, Statistical Analysis, Visualisation, Machine learning, Data mining, Programming, Management, Requirements gathering, Ethics",4,4,3,4,3,3,"Data analytics is the process of examining data sets in order to draw conclusions about the information they contain, increasingly with the aid of specialized systems and software","Relational databases, NoSQL, Information Retrieval, Statistical Analysis, Machine learning, Data mining, Customer Relationship Management, Management","Data Architect, Analyst, (Applied) Statistician",Information Technology
8/6/2018 14:10:37,DNA,Information Technology,1,1,"Customer Relationship Management, Product-driven thinking",4,4,4,4,4,5,The ability to see patterns within data.,"Information Retrieval, Statistical Analysis, Visualisation, Machine learning, Programming","Consultant, Product Management",Financial and Insurance Services
8/6/2018 14:11:01,DNA,Information Technology,0.5,2,"Relational databases, NoSQL, Visualisation, Programming, Software Engineering",4,5,4,4,5,3,deriving insights from data,"Statistical Analysis, Visualisation, Machine learning, Data mining, Natural Language Processing, Programming, Software engineering","Data Engineer, Data Scientist, Data Architect, Quantitative Analyst, Software Engineer",Information Technology
8/6/2018 14:14:16,DNA,Manufacturing,10,20,"Relational databases, Programming, Customer Relationship Management",4,5,5,4,4,5,Using Data to find solutions to problems,"Information Retrieval, Statistical Analysis, Visualisation, Machine learning, Data mining","Data Scientist, Analyst",Manufacturing
8/6/2018 14:30:09,DNA,Information Technology,1,3,"Relational databases, Machine learning, Programming, Management, Software Engineering",5,4,3,4,4,5,Analyzing data to get useful information ,"Data mining, Customer Relationship Management, Product-driven thinking","Data Engineer, Quantitative Analyst, Consultant, Product Management, Software Engineer",Information Technology
8/6/2018 14:41:35,NA,Information Technology,3,3,"Relational databases, Statistical Analysis, Programming, Management, Software Engineering",4,5,3,3,4,4,collect data and do dome analysis to get some conclusion.,"Relational databases, Programming, Customer Relationship Management, Management",Product Management,Information Technology
8/6/2018 16:27:11,DNA,Information Technology,1,5,"Relational databases, NoSQL, Programming, Requirements gathering, Software Engineering, Product-driven thinking",5,5,5,5,5,5,Finding trends in data to better understand a product,"Relational databases, NoSQL, Information Retrieval, Statistical Analysis, Visualisation, Machine learning, Data mining, Natural Language Processing, Option 9, Programming, Customer Relationship Management, Management, Requirements gathering, Ethics, Software engineering, Product-driven thinking",Software Engineer,Information Technology
8/6/2018 23:47:39,DNA,Utilities,Less than 1,4,"Statistical Analysis, Visualisation, Machine learning, Programming",4,4,5,4,4,5,The process of extracting useful information from data.,"Data mining, Natural Language Processing, Software engineering",Data Scientist,Engineering
8/7/2018 15:13:53,DNA,Information Technology,0.25,2.5,"Relational databases, NoSQL, Information Retrieval, Statistical Analysis, Visualisation, Programming",4,4,4,3,2,4,"Data Analytics is the process of inspecting, cleaning, transforming data with the goal of discovering useful information.","Relational databases, NoSQL, Information Retrieval, Statistical Analysis, Visualisation, Programming, Customer Relationship Management, Requirements gathering","Analyst, Consultant, Software Engineer, Research",Information Technology
8/9/2018 11:02:10,DNA,Retail,4,1,"Information Retrieval, Statistical Analysis, Machine learning, Ethics",5,4,5,4,3,5,deriving knowledge from data,"Relational databases, NoSQL, Data mining, Natural Language Processing, Programming, Management, Software engineering",Data Scientist,Information Technology
